declaration_id,state,governor,eo_number,action_type,event_description,date_signed,end_date,weather_related,document_format,archive_record_url
NJ-MURPHY-EO-219,NJ,Murphy,219,declaration,Governor Murphy Signs Executive Order Raising Indoor Capacity Limits from 25 Percent to 35 Percent for Certain Businesses,2021-02-03,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-219.pdf
NJ-MURPHY-EO-218,NJ,Murphy,218,declaration,Governor Murphy Declares State of Emergency In Response to Expected Winter Storm,2021-01-31,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-218.pdf
NJ-MURPHY-EO-217,NJ,Murphy,217,declaration,Governor Murphy Signs Executive Order Advancing Health Care Affordability Efforts,2021-01-28,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-217.pdf
NJ-MURPHY-EO-216,NJ,Murphy,216,declaration,"Governor Murphy Signs Executive Order on Petition Requirements for Upcoming Elections, Including the June Primary Election",2021-01-25,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-216.pdf
NJ-MURPHY-EO-215,NJ,Murphy,215,extension,Governor Murphy Signs Executive Order Extending Public Health Emergency in New Jersey,2021-01-19,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-215.pdf
NJ-MURPHY-EO-214,NJ,Murphy,214,declaration,Governor Murphy Signs Executive Order to Implement New Policies for the 2020-2021 School Year,2021-01-11,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-214.pdf
NJ-MURPHY-EO-213,NJ,Murphy,213,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Half-Staff in Honor of U.S. Capitol Police Officer Brian Sicknick and shall remain at half-staff through the day of Officer Sicknick’s interment,2021-01-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-213.pdf
NJ-MURPHY-EO-212,NJ,Murphy,212,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Half-Staff in Honor of U.S. Capitol Police Officer Brian Sicknick,2021-01-09,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-212.pdf
NJ-MURPHY-EO-211,NJ,Murphy,211,declaration,Governor Murphy Signs Executive Order Postponing Upcoming Elections,2020-12-21,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-211.pdf
NJ-MURPHY-EO-210,NJ,Murphy,210,extension,Governor Murphy Signs Executive Order Extending Public Health Emergency in New Jersey,2020-12-21,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-210.pdf
NJ-MURPHY-EO-209,NJ,Murphy,209,declaration,Governor Murphy Lifts Storm-Related State of Emergency,2020-12-18,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-209.pdf
NJ-MURPHY-EO-208,NJ,Murphy,208,declaration,Governor Murphy Declares State of Emergency In Response to Expected Winter Storm,2020-12-16,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-208.pdf
NJ-MURPHY-EO-207,NJ,Murphy,207,declaration,Enrolling Residents Who Choose to Receive a COVID-19 Vaccine in the New Jersey Immunization Information System,2020-12-04,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-207.pdf
NJ-MURPHY-EO-206,NJ,Murphy,206,declaration,,2020-12-04,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-206.pdf
NJ-MURPHY-EO-205,NJ,Murphy,205,declaration,,2020-12-03,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-205.pdf
NJ-MURPHY-EO-204,NJ,Murphy,204,declaration,Governor Murphy Signs Executive Order Pausing Indoor Practices and Competitions for Youth and Adult Sports and Lowering Limits on Outdoor Gatherings,2020-11-30,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-204.pdf
NJ-MURPHY-EO-203,NJ,Murphy,203,declaration,Governor Murphy Signs Executive Order Postponing Special School Elections Scheduled for January 2021,2020-11-25,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-203.pdf
NJ-MURPHY-EO-202,NJ,Murphy,202,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Half-Staff in Honor of Former New York City Mayor David N. Dinkins,2020-11-25,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-202.pdf
NJ-MURPHY-EO-201,NJ,Murphy,201,declaration,Governor Murphy Signs Legislation to Bring Changes to the Use of Body Worn Cameras by New Jersey Law Enforcement,2020-11-24,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-201.pdf
NJ-MURPHY-EO-200,NJ,Murphy,200,extension,Governor Murphy Signs Executive Order Extending Public Health Emergency in New Jersey,2020-11-22,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-200.pdf
NJ-MURPHY-EO-199,NJ,Murphy,199,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Half-Staff in Honor of United States Air Force Senior Airman Richard Asey Samaroo,2020-11-20,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-199.pdf
NJ-MURPHY-EO-198,NJ,Murphy,198,extension,Governor Murphy Signs Executive Order Extending Certain Election-Related Deadlines,2020-11-19,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-198.pdf
NJ-MURPHY-EO-197,NJ,Murphy,197,declaration,Governor Murphy Signs Executive Order Waiving Statutory Minimum Number of Live Race Dates for 2020 Calendar Year,2020-11-17,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-197.pdf
NJ-MURPHY-EO-196,NJ,Murphy,196,declaration,Governor Murphy Signs Executive Order Lowering Limits on Indoor and Outdoor Gatherings,2020-11-16,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-196.pdf
NJ-MURPHY-EO-195,NJ,Murphy,195,declaration,Governor Murphy Signs Executive Order Permitting Municipalities and Counties to Impose Additional Restrictions on the Hours of Operation of Non-Essential Businesses after 8:00 p.m.,2020-11-12,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-195.pdf
NJ-MURPHY-EO-194,NJ,Murphy,194,declaration,Governor Murphy Announces New COVID-19 Mitigation Measures,2020-11-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-194.pdf
NJ-MURPHY-EO-193,NJ,Murphy,193,declaration,Governor Murphy Signs Executive Order to Postpone Perth Amboy Runoff Election,2020-11-02,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-193.pdf
NJ-MURPHY-EO-192,NJ,Murphy,192,declaration,Governor Murphy Signs Executive Order to Protect New Jersey’s Workforce During the COVID-19 Pandemic,2020-10-28,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-192.pdf
NJ-MURPHY-EO-191,NJ,Murphy,191,declaration,,2020-03-09,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-191.pdf
NJ-MURPHY-EO-190,NJ,Murphy,190,declaration,,2021-03-15,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-190.pdf
NJ-MURPHY-EO-189,NJ,Murphy,189,extension,Governor Murphy Signs Executive Order Extending 2019 Corporate Business Tax Calendar Year Return Filing Deadline,2020-10-15,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-189.pdf
NJ-MURPHY-EO-188,NJ,Murphy,188,declaration,Governor Murphy Signs Executive Order Directing State Agencies to Implement Youth Bias Task Force Report Recommendations,2020-10-13,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-188.pdf
NJ-MURPHY-EO-187,NJ,Murphy,187,declaration,Governor Murphy Signs Executive Order Allowing the Resumption of Contact Practices and Competitions for Certain Organized Sports in Indoor Settings,2020-10-12,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-187.pdf
NJ-MURPHY-EO-186,NJ,Murphy,186,extension,Governor Murphy Signs Executive Order Extending Public Health Emergency in New Jersey,2020-09-25,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-186.pdf
NJ-MURPHY-EO-185,NJ,Murphy,185,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Half-Staff in Honor of Justice Ruth Bader Ginsburg,2020-09-19,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-185.pdf
NJ-MURPHY-EO-184,NJ,Murphy,184,declaration,Governor Murphy Orders Flags to Fly at Half-Staff in Observation of 9/11 Anniversary,2020-09-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-184.pdf
NJ-MURPHY-EO-183,NJ,Murphy,183,declaration,"Governor Murphy Signs Executive Order Allowing the Resumption of Indoor Dining Effective Friday, September 4",2020-09-01,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-183.pdf
NJ-MURPHY-EO-182,NJ,Murphy,182,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Half-Staff in Honor of Staff Sergeant Vincent P. Marketta,2020-08-31,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-182.pdf
NJ-MURPHY-EO-181,NJ,Murphy,181,declaration,"Governor Murphy Signs Executive Order Allowing Gyms and Indoor Amusement and Water Parks to Reopen Effective Tuesday, September 1",2020-08-27,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-181.pdf
NJ-MURPHY-EO-180,NJ,Murphy,180,extension,Governor Murphy Signs Executive Order Extending Public Health Emergency in New Jersey,2020-08-27,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-180.pdf
NJ-MURPHY-EO-179,NJ,Murphy,179,declaration,Governor Phil Murphy signed an executive order to make modifications to this year’s primarily vote-by-mail (VBM) General Election.,2020-08-25,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-179.pdf
NJ-MURPHY-EO-178,NJ,Murphy,178,extension,Governor Murphy Signs Executive Order Extending Certain Statutory Deadlines Across State Government Appendix To Executive Order No. 178,2020-08-14,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-178.pdf
NJ-MURPHY-EO-177,NJ,Murphy,177,declaration,Governor Murphy Signs Executive Order to Protect Public Health by Mailing Every Active Registered Voter a VBM Ballot Ahead of the General Election,2020-08-14,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-177.pdf
NJ-MURPHY-EO-176,NJ,Murphy,176,declaration,Governor Murphy Lifts State of Emergency Declared in Response to Hurricane Isaias,2020-08-13,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-176.pdf
NJ-MURPHY-EO-175,NJ,Murphy,175,declaration,Murphy Administration to Open New Jersey’s Schools For In-Person Instruction Subject to Critical Health and Safety Protocols,2020-08-13,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-175.pdf
NJ-MURPHY-EO-174,NJ,Murphy,174,declaration,Governor Murphy Declares State of Emergency in Response to Hurricane Isaias,2020-08-03,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-174.pdf
NJ-MURPHY-EO-173,NJ,Murphy,173,declaration,Governor Murphy Announces Decreased Indoor Gathering Capacity Limit,2020-08-03,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-173.pdf
NJ-MURPHY-EO-172,NJ,Murphy,172,declaration,Governor Murphy Signs Executive Order Allowing Public Employees to Immediately Enroll in State Health Benefits Program,2020-08-03,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-172.pdf
NJ-MURPHY-EO-171,NJ,Murphy,171,declaration,,2020-03-09,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-171.pdf
NJ-MURPHY-EO-170,NJ,Murphy,170,extension,Governor Murphy Signs Executive Order Extending Certain Statutory Deadlines Across State Government Appendix To Executive Order No. 170,2020-07-31,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-170.pdf
NJ-MURPHY-EO-169,NJ,Murphy,169,declaration,Governor Murphy Signs Executive Order which clarifies Executive Order No. 164 and states that the postponement of annual municipal and county party committee reorganization meetings is only applicable to municipal party committees and county party committees that held elections during the July primary elections.,2020-07-20,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-169.pdf
NJ-MURPHY-EO-168,NJ,Murphy,168,declaration,Governor Murphy Signs Executive Order Allowing the Resumption of Contact Practices and Competitions for Certain Organized Sports in Outdoor Settings,2020-07-20,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-168.pdf
NJ-MURPHY-EO-167,NJ,Murphy,167,declaration,Governor Murphy Signs Executive Order Directing U.S. and New Jersey Flags to Fly at Half-Staff in Honor of U.S. Representative John Lewis,2020-07-18,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-167.pdf
NJ-MURPHY-EO-166,NJ,Murphy,166,declaration,Governor Murphy Signs Executive Order Creating Greater Oversight and Accountability for Federal COVID-19 Resources,2020-07-17,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-166.pdf
NJ-MURPHY-EO-165,NJ,Murphy,165,declaration,Governor Murphy Signs Executive Order Lifting 50 Percent Capacity Limits on NJ TRANSIT and Private-Carrier Vehicles,2020-07-13,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-165.pdf
NJ-MURPHY-EO-164,NJ,Murphy,164,declaration,Governor Murphy Announces Postponement of Annual Municipal and County Party Committee Reorganization Meetings,2020-07-13,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-164.pdf
NJ-MURPHY-EO-163,NJ,Murphy,163,declaration,Governor Murphy Signs Executive Order Requiring Individuals to Wear Masks in Outdoor Public Spaces When They Cannot Social Distance,2020-07-08,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf
NJ-MURPHY-EO-162,NJ,Murphy,162,extension,Governor Murphy Signs Executive Order Extending Public Health Emergency in New Jersey,2020-07-02,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-162.pdf
NJ-MURPHY-EO-161,NJ,Murphy,161,declaration,Governor Murphy Announces Increased Outdoor Gathering Capacity Limit,2020-07-02,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-161.pdf
NJ-MURPHY-EO-160,NJ,Murphy,160,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Full Staff Starting July 3,2020-07-02,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-160.pdf
NJ-MURPHY-EO-159,NJ,Murphy,159,extension,Governor Murphy Signs Executive Order Extending Certain Statutory Deadlines Across State Government - Appendix To Executive Order No. 159,2020-06-30,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-159.pdf
NJ-MURPHY-EO-158,NJ,Murphy,158,declaration,Governor Murphy Signs Executive Order Temporarily Pausing the Resumption of Indoor Dining,2020-06-29,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-158.pdf
NJ-MURPHY-EO-157,NJ,Murphy,157,declaration,"Governor Murphy Signs Executive Order Establishing Rules for Indoor Dining, Indoor Recreational Facilities, and Individualized Instruction at Gyms and Fitness Centers",2020-06-26,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-157.pdf
NJ-MURPHY-EO-156,NJ,Murphy,156,declaration,Governor Murphy Announces Increased Indoor and Outdoor Gathering Capacity Limits,2020-06-22,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-156.pdf
NJ-MURPHY-EO-155,NJ,Murphy,155,declaration,Governor Murphy Signs Executive Order Allowing for Limited In-Person Instruction at Institutions of Higher Education and Trade and Training Schools Beginning July 1,2020-06-18,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-155.pdf
NJ-MURPHY-EO-154,NJ,Murphy,154,declaration,Governor Murphy Signs Executive Order Allowing Personal Care Service Facilities to Open Effective June 22,2020-06-13,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-154.pdf
NJ-MURPHY-EO-153,NJ,Murphy,153,declaration,"Governor Murphy Signs Executive Order Opening Pools Effective June 22, and Opening Additional Outdoor Recreational Businesses",2020-06-09,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-153.pdf
NJ-MURPHY-EO-152,NJ,Murphy,152,declaration,Governor Murphy Signs Executive Order Lifting Limits on Indoor and Outdoor Gatherings,2020-06-09,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-152.pdf
NJ-MURPHY-EO-151,NJ,Murphy,151,extension,Governor Murphy Signs Executive Order Extending Public Health Emergency in New Jersey,2020-06-04,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-151.pdf
NJ-MURPHY-EO-150,NJ,Murphy,150,declaration,Governor Murphy Announces Outdoor Dining Protocols and Process to Expand Premises for Liquor License Holders,2020-06-03,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-150.pdf
NJ-MURPHY-EO-149,NJ,Murphy,149,declaration,"Governor Murphy Signs Executive Order Allowing Resumption of Child Care Services, Youth Day Camps, and Organized Sports Over the Coming Weeks",2020-05-30,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-149.pdf
NJ-MURPHY-EO-148,NJ,Murphy,148,declaration,Governor Murphy Signs Executive Order Increasing Capacity Limit on Outdoor Gatherings,2020-05-22,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-148.pdf
NJ-MURPHY-EO-147,NJ,Murphy,147,declaration,Governor Murphy Signs Executive Order,2020-05-18,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-147.pdf
NJ-MURPHY-EO-146,NJ,Murphy,146,declaration,Governor Murphy Signs Executive Order to Reopen Charter Fishing and Watercraft Rental Businesses,2020-05-16,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-146.pdf
NJ-MURPHY-EO-145,NJ,Murphy,145,declaration,Governor Murphy Signs Executive Order Allowing Elective Surgeries and Invasive Procedures to Resume on May 26,2020-05-15,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-145.pdf
NJ-MURPHY-EO-144,NJ,Murphy,144,declaration,Governor Murphy Signs Executive Order to Protect Public Health by Mailing Every Registered Voter a VBM Ballot or Application Ahead of the Primary Election,2020-05-15,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-144.pdf
NJ-MURPHY-EO-143,NJ,Murphy,143,declaration,"Governor Murphy Signs Executive Order Allowing Beaches, Boardwalks, Lakes, and Lakeshores to Remain Open with Social Distancing Measures in Place",2020-05-14,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-143.pdf
NJ-MURPHY-EO-142,NJ,Murphy,142,declaration,"Governor Murphy Signs Executive Order Permitting Resumption of Non-Essential Construction, Curbside Pickup at Non-Essential Retail Businesses, and Gatherings in Cars",2020-05-13,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-142.pdf
NJ-MURPHY-EO-141,NJ,Murphy,141,declaration,"Governor Murphy today signed Executive Order No. 141 mandating that all local, county, and regional health departments use the CommCare platform to support their contact tracing efforts.",2020-05-12,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-141.pdf
NJ-MURPHY-EO-140,NJ,Murphy,140,declaration,Governor Murphy Names Restart and Recovery Advisory Council,2020-05-08,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-140.pdf
NJ-MURPHY-EO-139,NJ,Murphy,139,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Half-Staff in Honor of the 75th Anniversary of V-E Day,2020-05-08,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-139.pdf
NJ-MURPHY-EO-138,NJ,Murphy,138,extension,Governor Murphy Signs Executive Order Extending Public Health Emergency in New Jersey,2020-05-06,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-138.pdf
NJ-MURPHY-EO-137,NJ,Murphy,137,declaration,Governor Murphy Signs Executive Order to Recognize New Fiscal Realities Due to COVID-19 Pandemic,2020-05-04,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-137.pdf
NJ-MURPHY-EO-136,NJ,Murphy,136,extension,Governor Murphy Signs Executive Order Extending Statutory Deadlines for Various Environmental Laws,2020-05-02,,True,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-136.pdf
NJ-MURPHY-EO-135,NJ,Murphy,135,declaration,"Governor Phil Murphy today signed Executive Order No. 135, suspending in-person requirements for receipt of a marriage license and marriage ceremonies, and for the receipt of working papers for minors.",2020-05-01,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-135.pdf
NJ-MURPHY-EO-134,NJ,Murphy,134,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Half-Staff in Honor of Former First Lady Debby Kean,2020-04-30,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-134.pdf
NJ-MURPHY-EO-133,NJ,Murphy,133,declaration,Governor Murphy Signs Executive Order Reopening State Parks and Golf Courses,2020-04-29,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-133.pdf
NJ-MURPHY-EO-132,NJ,Murphy,132,declaration,Governor Murphy Signs Executive Order Allowing Electronic Petition Submission and Signature Collection for Initiatives and Referenda,2020-04-29,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-132.pdf
NJ-MURPHY-EO-131,NJ,Murphy,131,declaration,Governor Phil Murphy today signed an executive order creating a commission charged with advising the administration on the timing and preparation for New Jersey’s recovery from the COVID-19 shutdown.,2020-04-28,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-131.pdf
NJ-MURPHY-EO-130,NJ,Murphy,130,extension,Governor Murphy Signs Executive Order Allowing Municipalities to Extend Grace Period for May 1st Property Tax Payments until June 1st,2020-04-28,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-130.pdf
NJ-MURPHY-EO-129,NJ,Murphy,129,extension,"Governor Murphy today signed Executive Order No. 129, which extends Retired Officer Carry Permits by a period of 90 days until after the ongoing Public Health Emergency ends.",2020-04-27,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-129.pdf
NJ-MURPHY-EO-128,NJ,Murphy,128,declaration,Governor Murphy Signs Executive Order Providing Critical Short-Term Support for Renters,2020-04-24,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-128.pdf
NJ-MURPHY-EO-127,NJ,Murphy,127,extension,Governor Murphy Signs Executive Order Extending Certain Deadlines Associated with Rulemaking,2020-04-14,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-127.pdf
NJ-MURPHY-EO-126,NJ,Murphy,126,termination,Governor Murphy Signs Executive Order Prohibiting Cable and Telecommunications Providers from Terminating Internet and Voice Service,2020-04-13,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-126.pdf
NJ-MURPHY-EO-125,NJ,Murphy,125,declaration,"Governor Murphy Signs Executive Order to Implement Additional Mitigation Requirements on NJ TRANSIT, Private Carriers, and Restaurants to Limit the Spread of COVID-19",2020-04-11,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-125.pdf
NJ-MURPHY-EO-124,NJ,Murphy,124,declaration,Governor Murphy Signs Executive Order to Establish a Process to Grant Temporary Reprieve to Certain At-Risk Inmates,2020-04-10,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-124.pdf
NJ-MURPHY-EO-123,NJ,Murphy,123,extension,Governor Murphy Signs Executive Order Extending Insurance Premium Grace Periods,2020-04-09,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-123.pdf
NJ-MURPHY-EO-122,NJ,Murphy,122,declaration,Governor Murphy Signs Executive Order to Cease All Non-Essential Construction Projects and Imposes Additional Mitigation Requirements on Essential Retail Businesses and Industries to Limit the Spread of COVID-19,2020-04-08,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-122.pdf
NJ-MURPHY-EO-121,NJ,Murphy,121,declaration,Governor Murphy Signs Executive Order Allowing Greater Weight Limit for Vehicles Carrying COVID-19 Relief Supplies,2020-04-08,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-121.pdf
NJ-MURPHY-EO-120,NJ,Murphy,120,declaration,Governor Murphy Announces Postponement of June 2nd Primary Elections until July 7th,2020-04-08,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-120.pdf
NJ-MURPHY-EO-119,NJ,Murphy,119,extension,Governor Murphy Signs Executive Order Extending Public Health Emergency in New Jersey,2020-04-07,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-119.pdf
NJ-MURPHY-EO-118,NJ,Murphy,118,declaration,Governor Murphy Signs Executive Order Closing State and County Parks to Further Social Distancing,2020-04-07,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-118.pdf
NJ-MURPHY-EO-117,NJ,Murphy,117,declaration,Governor Murphy Signs Executive Order Waiving Student Assessment Requirements for 2019-2020 School Year,2020-04-07,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-117.pdf
NJ-MURPHY-EO-116,NJ,Murphy,116,extension,Governor Murphy Signs Executive Order Extending Statutory Deadlines for School Districts Whose Elections Were Moved from April to May,2020-04-07,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-116.pdf
NJ-MURPHY-EO-115,NJ,Murphy,115,declaration,Governor Murphy Signs Executive Order to Strengthen COVID-19 Response Efforts by Allowing Certain Retirees to Return to Public Employment,2020-04-06,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-115.pdf
NJ-MURPHY-EO-114,NJ,Murphy,114,declaration,Governor Murphy Directs U.S. and New Jersey Flags to Fly at Half-Staff Indefinitely in Honor of Those Who Have Lost Their Lives or Have Been Affected by COVID-19,2020-04-03,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-114.pdf
NJ-MURPHY-EO-113,NJ,Murphy,113,declaration,Governor Murphy Signs Executive Order Authorizing Commandeering of Property Such as Medical Supplies,2020-04-02,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-113.pdf
NJ-MURPHY-EO-112,NJ,Murphy,112,declaration,Governor Murphy Signs Executive Order to Remove Barriers to Health Care Professionals Joining New Jersey's COVID-19 Response and Provide Protections for Front Line Health Care Responders,2020-04-01,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-112.pdf
NJ-MURPHY-EO-111,NJ,Murphy,111,declaration,"Governor Murphy Signs Executive Order Directing Health Care Facilities to Report Data, Including PPE Inventory and Bed Capacity, On a Daily Basis",2020-03-28,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-111.pdf
NJ-MURPHY-EO-110,NJ,Murphy,110,declaration,Governor Murphy Signs Executive Order Requiring Child Care Centers Close on April 1 Unless Serving Children of Essential Workers,2020-03-25,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-110.pdf
NJ-MURPHY-EO-109,NJ,Murphy,109,declaration,"Governor Murphy Suspends All Elective Surgeries, Invasive Procedures to Preserve Essential Equipment and Hospital Capacity",2020-03-23,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-109.pdf
NJ-MURPHY-EO-108,NJ,Murphy,108,declaration,Governor Murphy invalidates any county or municipal restriction that in any way will or might conflict with any of the provisions of Executive Order No. 107,2020-03-21,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-108.pdf
NJ-MURPHY-EO-107,NJ,Murphy,107,declaration,Governor Murphy directs all residents to stay at home until further notice,2020-03-21,,False,pdf,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-107.pdf
