declaration_id,eo_number,governor,event_description,date_signed,archive_record_url,BEGIN_DATE_TIME,END_DATE_TIME,CZ_TYPE,area_type,CZ_FIPS,CZ_NAME,EVENT_TYPE,MAGNITUDE,MAGNITUDE_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,EPISODE_NARRATIVE,EVENT_NARRATIVE
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-17 12:00:00,2011-05-17 19:00:00,C,county/county-equivalent,171,SHENANDOAH,Flood,,,0,0,0.00K,0.00K,Department of Highways,"A nearly stationary area of upper level low pressure system over the Ohio Valley provided plenty of lift to combine with an usually strong and moist southeasterly low-level flow to produce bands of moderate to heavy showers across the mid-Atlantic. With saturated ground in place and the training nature of the widespread showers, flood and flash flooding was the result across portions of northern Virginia. Rainfall amounts of over 3 inches were common and included a measurement of 4.48 inches from Earlysville, VA.",Smith Creek Road was flooded and impassible.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-17 23:00:00,2011-05-18 02:00:00,C,county/county-equivalent,171,SHENANDOAH,Flash Flood,,,0,0,0.00K,0.00K,Department of Highways,"A nearly stationary area of upper level low pressure system over the Ohio Valley provided plenty of lift to combine with an usually strong and moist southeasterly low-level flow to produce bands of moderate to heavy showers across the mid-Atlantic. With saturated ground in place and the training nature of the widespread showers, flood and flash flooding was the result across portions of northern Virginia. Rainfall amounts of over 3 inches were common and included a measurement of 4.48 inches from Earlysville, VA.","Cedar Creek was out of its banks, forcing the closure of Van Buren Road."
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-18 03:00:00,2011-05-18 10:00:00,C,county/county-equivalent,171,SHENANDOAH,Flood,,,0,0,0.00K,0.00K,Department of Highways,"A nearly stationary area of upper level low pressure system over the Ohio Valley provided plenty of lift to combine with an usually strong and moist southeasterly low-level flow to produce bands of moderate to heavy showers across the mid-Atlantic. With saturated ground in place and the training nature of the widespread showers, flood and flash flooding was the result across portions of northern Virginia. Rainfall amounts of over 3 inches were common and included a measurement of 4.48 inches from Earlysville, VA.",At least two dozen roads were closed due to flooding across the county.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-18 17:58:00,2011-05-18 17:58:00,C,county/county-equivalent,177,SPOTSYLVANIA,Hail,1.0,,0,0,,,Trained Spotter,An upper-level low remained over the region on the 18th. Moderate instability developed due to the unusual amount of cold air aloft. Showers and thunderstorms developed due to the instability. Some thunderstorms did produce large hail.,Quarter sized hail was reported near Fredericksburg.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-18 17:58:00,2011-05-18 17:58:00,C,county/county-equivalent,177,SPOTSYLVANIA,Hail,1.25,,0,0,,,Public,An upper-level low remained over the region on the 18th. Moderate instability developed due to the unusual amount of cold air aloft. Showers and thunderstorms developed due to the instability. Some thunderstorms did produce large hail.,Half dollar sized hail was reported near Fredericksburg.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-18 16:50:00,2011-05-18 16:50:00,C,county/county-equivalent,179,STAFFORD,Hail,1.0,,0,0,,,Public,An upper-level low remained over the region on the 18th. Moderate instability developed due to the unusual amount of cold air aloft. Showers and thunderstorms developed due to the instability. Some thunderstorms did produce large hail.,Quarter sized hail was reported along Aztec Drive.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-18 15:05:00,2011-05-18 15:05:00,C,county/county-equivalent,810,VIRGINIA BEACH (C),Hail,1.0,,0,0,0.00K,0.00K,Trained Spotter,Scattered severe thunderstorms associated with low pressure moving over the area produced damaging winds and large hail across portions of central and southeast Virginia.,Quarter size hail was reported.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-18 15:10:00,2011-05-18 15:10:00,C,county/county-equivalent,810,VIRGINIA BEACH (C),Hail,1.0,,0,0,0.00K,0.00K,Public,Scattered severe thunderstorms associated with low pressure moving over the area produced damaging winds and large hail across portions of central and southeast Virginia.,Quarter size hail was reported.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-18 15:11:00,2011-05-18 15:11:00,C,county/county-equivalent,810,VIRGINIA BEACH (C),Hail,1.0,,0,0,0.00K,0.00K,Public,Scattered severe thunderstorms associated with low pressure moving over the area produced damaging winds and large hail across portions of central and southeast Virginia.,Quarter size hail was reported.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-18 15:11:00,2011-05-18 15:11:00,C,county/county-equivalent,810,VIRGINIA BEACH (C),Hail,1.25,,0,0,0.00K,0.00K,Public,Scattered severe thunderstorms associated with low pressure moving over the area produced damaging winds and large hail across portions of central and southeast Virginia.,Half dollar size hail was reported.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-17 15:00:00,2011-05-17 16:30:00,C,county/county-equivalent,187,WARREN,Flash Flood,,,0,0,0.00K,0.00K,Department of Highways,"A nearly stationary area of upper level low pressure system over the Ohio Valley provided plenty of lift to combine with an usually strong and moist southeasterly low-level flow to produce bands of moderate to heavy showers across the mid-Atlantic. With saturated ground in place and the training nature of the widespread showers, flood and flash flooding was the result across portions of northern Virginia. Rainfall amounts of over 3 inches were common and included a measurement of 4.48 inches from Earlysville, VA.",Morgan Ford Road was closed due to a flash flood on Manassas Run.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-17 17:00:00,2011-05-17 23:00:00,C,county/county-equivalent,840,WINCHESTER (C),Flood,,,0,0,0.00K,0.00K,Trained Spotter,"A nearly stationary area of upper level low pressure system over the Ohio Valley provided plenty of lift to combine with an usually strong and moist southeasterly low-level flow to produce bands of moderate to heavy showers across the mid-Atlantic. With saturated ground in place and the training nature of the widespread showers, flood and flash flooding was the result across portions of northern Virginia. Rainfall amounts of over 3 inches were common and included a measurement of 4.48 inches from Earlysville, VA.",Abrams Creek was flooded at Pall Mall Street.  A spotter in Winchester measured 3.40 inches.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-18 06:49:00,2011-05-18 08:32:00,Z,NWS forecast zone,54,ARLINGTON,Coastal Flood,,,0,0,,,River/Stream Gage,A potent onshore existed between high pressure over New England and low pressure over the Midwest. The onshore flow caused tidal anomalies to increase over the Tidal Potomac River.,Water levels were above thresholds for moderate coastal flooding at Alexandria.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-19 07:59:00,2011-05-19 10:06:00,Z,NWS forecast zone,54,ARLINGTON,Coastal Flood,,,0,0,,,River/Stream Gage,A persistent onshore flow continued through the 19th. The onshore flow continued to cause positive tidal anomalies along the Tidal Potomac River.,Water levels at Alexandria were above thresholds for moderate coastal flooding.
VA-MCDONNELL-EO-33-2011,EO-33,Robert F. McDonnell,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,2011-05-18,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-05-20 08:54:00,2011-05-20 10:38:00,Z,NWS forecast zone,54,ARLINGTON,Coastal Flood,,,0,0,,,River/Stream Gage,An onshore flow continued to cause elevated water levels along the Tidal Potomac River near Alexandria.,Water levels at Alexandria were above thresholds for moderate coastal flooding.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-27 23:17:00,2011-09-27 23:17:00,C,county/county-equivalent,19,BEDFORD,Thunderstorm Wind,50.0,EG,0,0,2.70K,,Public,"A strong area of low pressure moved north from Georgia to Illinois. Abundant moisture and energy in advance of it streamed north across the region bringing abundant showers, and a few thunderstorms, to the area. Damaging winds accompanied one of the storms and brought some trees down in Huddleston in Bedford County. Very moist soil conditions may also have contributed to the tree falling.",Thunderstorm winds blew trees down south of Huddleston along Route 630. Very moist soil conditions may also have contributed to the falling trees. Damage values are estimated.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-27 12:41:00,2011-09-27 12:41:00,C,county/county-equivalent,37,CHARLOTTE,Thunderstorm Wind,50.0,EG,0,0,0.50K,0.00K,State Official,"An upper level storm system raced northeast in advance of an area of low pressure that was strengthening across Georgia. This feature helped to generate numerous showers and isolated thunderstorms during the course of the day. During the late afternoon, one of these storms increased to severe levels and downed a few trees in Charlotte County. Very moist soil conditions may have contributed to the trees falling.",Thunderstorm winds blew a tree down on Highway U.S. 360 south of Keysville. Very moist soil conditions have also helped to contribute to the tree falling. Damage values are estimated.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-27 12:45:00,2011-09-27 12:45:00,C,county/county-equivalent,37,CHARLOTTE,Thunderstorm Wind,50.0,EG,0,0,0.50K,,Department of Highways,"An upper level storm system raced northeast in advance of an area of low pressure that was strengthening across Georgia. This feature helped to generate numerous showers and isolated thunderstorms during the course of the day. During the late afternoon, one of these storms increased to severe levels and downed a few trees in Charlotte County. Very moist soil conditions may have contributed to the trees falling.",Thunderstorm winds down two tree on Route 772. Very moist soil conditions may have contributed to the falling trees. Damage values are estimated.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-26 21:27:00,2011-09-26 21:27:00,C,county/county-equivalent,67,FRANKLIN,Thunderstorm Wind,50.0,EG,0,0,1.00K,,Law Enforcement,"A cold front moved over and stalled across the region. Abundant showers, and some isolated thunderstorms, developed along it. A single storm increased to severe levels and produced damaging winds near Ferrum in Franklin County Virginia.",Thunderstorm winds blew trees down on Ferrum Mountain Road. Very moist soil conditions may have also contributed to the falling trees. Damage values are estimated.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-27 15:00:00,2011-09-27 16:00:00,C,county/county-equivalent,99,KING GEORGE,Flash Flood,,,0,0,0.00K,0.00K,State Official,Upper level low pressure remained over the Ohio Valley while high pressure was located over the Atlantic Ocean. A southerly flow between these two systems pumped in plenty of moisture across the area. The deep moisture provided moderate amounts of instability while a cold front was moving in from the west. These two features combined to trigger showers and thunderstorms.  Excessive rainfall rates from these thunderstorms caused flash flooding in King George County.,A mudslide was caused by flash flooding near Belvedere Drive and Waugh Point Road.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-27 15:15:00,2011-09-27 16:00:00,C,county/county-equivalent,99,KING GEORGE,Flash Flood,,,0,0,0.00K,0.00K,State Official,Upper level low pressure remained over the Ohio Valley while high pressure was located over the Atlantic Ocean. A southerly flow between these two systems pumped in plenty of moisture across the area. The deep moisture provided moderate amounts of instability while a cold front was moving in from the west. These two features combined to trigger showers and thunderstorms.  Excessive rainfall rates from these thunderstorms caused flash flooding in King George County.,A road was washed out due to heavy rain near Bully Hill Drive and Chapel Green Road.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-28 14:50:00,2011-09-28 14:50:00,C,county/county-equivalent,710,NORFOLK (C),Thunderstorm Wind,50.0,EG,0,0,2.00K,0.00K,Law Enforcement,Scattered severe thunderstorms in advance of a cold front produced damaging winds and large hail across portions of southeast Virginia.,Large oak tree was blown down near the intersection of Newport Avenue and Oxford Street near Grandby High School. The fallen tree also brought down power lines.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-27 18:55:00,2011-09-27 18:55:00,C,county/county-equivalent,159,RICHMOND,Thunderstorm Wind,50.0,EG,0,0,1.00K,0.00K,Emergency Manager,Scattered severe thunderstorms in advance of a cold front produced damaging winds across portions of central Virginia.,Sheet metal awning from a roof was blown off of a business establishment on Jefferson Davis Highway.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-27 19:10:00,2011-09-27 19:10:00,C,county/county-equivalent,159,RICHMOND,Thunderstorm Wind,50.0,EG,0,0,3.00K,0.00K,Trained Spotter,Scattered severe thunderstorms in advance of a cold front produced damaging winds across portions of central Virginia.,Several trees were downed with a vehicle and home damaged.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-28 17:30:00,2011-09-28 19:30:00,C,county/county-equivalent,810,VIRGINIA BEACH (C),Flash Flood,,,0,0,0.00K,0.00K,Broadcast Media,Scattered thunderstorms in advance of a cold front caused heavy rain which produced flash flooding across portions of southeast Virginia.,Flooding reported on Jeanne Street and cars were under water.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-28 17:45:00,2011-09-28 19:30:00,C,county/county-equivalent,810,VIRGINIA BEACH (C),Flash Flood,,,0,0,0.00K,0.00K,Law Enforcement,Scattered thunderstorms in advance of a cold front caused heavy rain which produced flash flooding across portions of southeast Virginia.,Vehicles were washed away due to flooding in the Independence-Haygood area.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-28 17:45:00,2011-09-28 19:30:00,C,county/county-equivalent,810,VIRGINIA BEACH (C),Flash Flood,,,0,0,0.00K,0.00K,Law Enforcement,Scattered thunderstorms in advance of a cold front caused heavy rain which produced flash flooding across portions of southeast Virginia.,Shore Drive Westbound was closed due to flooding.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-28 19:45:00,2011-09-28 21:30:00,C,county/county-equivalent,810,VIRGINIA BEACH (C),Flood,,,0,0,0.00K,0.00K,Public,Flooding of roadways continued over portions of Virginia Beach for a few hours after heavy rainfall ended.,Two feet of water was reported over a section of Shore Drive.
VA-MCDONNELL-EO-40-2011,EO-40,Robert F. McDonnell,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",2011-09-28,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2011-09-28 20:00:00,2011-09-28 21:30:00,C,county/county-equivalent,810,VIRGINIA BEACH (C),Flood,,,0,0,0.00K,0.00K,Broadcast Media,Flooding of roadways continued over portions of Virginia Beach for a few hours after heavy rainfall ended.,Meade Lane was impassable due to flood waters.
VA-MCDONNELL-EO-49-2012,EO-49,Robert F. McDonnell,Executive Order 49 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,2012-07-03,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2012-06-30 17:52:00,2012-06-30 17:52:00,C,county/county-equivalent,3,ALBEMARLE,Hail,1.0,,0,0,,,Public,"An upper-level disturbance passed through the region on the 30th, triggering thunderstorms across central Virginia. There was enough instability for a few of these storms became severe with large hail and damaging winds gusts.",Quarter sized hail was reported near Dyke.
VA-MCDONNELL-EO-49-2012,EO-49,Robert F. McDonnell,Executive Order 49 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,2012-07-03,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2012-06-30 18:32:00,2012-06-30 18:32:00,C,county/county-equivalent,3,ALBEMARLE,Thunderstorm Wind,61.0,EG,0,0,0.50K,,Public,"An upper-level disturbance passed through the region on the 30th, triggering thunderstorms across central Virginia. There was enough instability for a few of these storms became severe with large hail and damaging winds gusts.",Cedars and pines were down near Gordonsville.
VA-MCDONNELL-EO-49-2012,EO-49,Robert F. McDonnell,Executive Order 49 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,2012-07-03,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2012-07-04 15:45:00,2012-07-04 15:45:00,C,county/county-equivalent,3,ALBEMARLE,Hail,1.0,,0,0,,,Trained Spotter,An upper-level disturbance passed through the area on the 4th. High amounts of instability combined with forcing from the disturbance for showers and thunderstorms to develop. Some thunderstorms produced damaging wind gusts and large hail.,Quarter sized hail was reported.
VA-MCDONNELL-EO-49-2012,EO-49,Robert F. McDonnell,Executive Order 49 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,2012-07-03,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2012-07-04 15:45:00,2012-07-04 15:45:00,C,county/county-equivalent,3,ALBEMARLE,Hail,1.0,,0,0,,,Public,An upper-level disturbance passed through the area on the 4th. High amounts of instability combined with forcing from the disturbance for showers and thunderstorms to develop. Some thunderstorms produced damaging wind gusts and large hail.,Quarter sized hail was reported.
VA-MCDONNELL-EO-49-2012,EO-49,Robert F. McDonnell,Executive Order 49 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,2012-07-03,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2012-07-04 15:45:00,2012-07-04 15:45:00,C,county/county-equivalent,3,ALBEMARLE,Thunderstorm Wind,52.0,EG,0,0,,,Public,An upper-level disturbance passed through the area on the 4th. High amounts of instability combined with forcing from the disturbance for showers and thunderstorms to develop. Some thunderstorms produced damaging wind gusts and large hail.,A large tree was down and heavy pool furniture was moved due to thunderstorm winds.
VA-MCDONNELL-EO-49-2012,EO-49,Robert F. McDonnell,Executive Order 49 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,2012-07-03,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2012-07-06 15:20:00,2012-07-06 15:20:00,C,county/county-equivalent,5,ALLEGHANY,Thunderstorm Wind,50.0,EG,0,0,1.50K,0.00K,911 Call Center,Widely scattered storms developed near a northwest to southeast oriented frontal boundary on the eastern periphery of a broad central U.S. ridge. One of the storms turned severe with damaging winds.,Multiple trees brought down by high winds on Dunlap Creek Road.
VA-MCDONNELL-EO-49-2012,EO-49,Robert F. McDonnell,Executive Order 49 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,2012-07-03,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,2012-07-05 15:35:00,2012-07-05 15:35:00,C,county/county-equivalent,11,APPOMATTOX,Hail,1.0,,0,0,0.00K,0.00K,Public,Several upper level storm systems rotating around an upper high centered over the mid-Mississippi Valley helped to generate severe thunderstorms across the mountains. The convective activity was initiated out of the remains of a nocturnal Mesoscale Convective System (MCS) over the Ohio Valley that encountered increasing shear and instability as it moved into the southern Appalachians.,
