declaration_id,governor,administration,governor_key,collection_id,record_id,document_type,eo_number,year,date_signed,event_description,subject,is_emergency_action,action_type,weather_related,weather_hazards,external_assistance_only,format,archive_record_url,document_url,source
VA-KAINE-EO-101-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828062405756,Executive Order,EO-101,2009,2009-11-13,Executive Order 101 (2009) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Weather Event throughout the Commonwealth.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Weather Event throughout the Commonwealth,True,declaration,False,,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828062405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564573,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-84-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828061605756,Executive Order,EO-84,2009,2009-07-01,Executive Order 84 (2009) Continuing Certain Declarations of State of Emergency.,Continuing Certain Declarations of State of Emergency,True,modification_or_extension,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828061605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564601,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-27-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060805756,Executive Order,EO-27,2006,2006-06-30,"Executive Order 27 (2006) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Significant Flooding, Transportation Impacts, Mudslides, and Continued Flash Flood Warnings Due to Extensive Rainfall Beginning June 23, 2006 from a Severe Tropical Weather System.","Declaration of a State of Emergency for the Commonwealth of Virginia Due to Significant Flooding, Transportation Impacts, Mudslides, and Continued Flash Flood Warnings Due to Extensive Rainfall Beginning June 23, 2006 from a Severe Tropical Weather System",True,declaration,True,flood; landslide; rain,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565107,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-81-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060205756,Executive Order,EO-81,2009,2009-03-04,Executive Order 81 (2009) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Weather Event throughout the Commonwealth.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Weather Event throughout the Commonwealth,True,declaration,True,winter weather,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564687,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-26-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060105756,Executive Order,EO-26,2006,2006-06-23,Executive Order 26 (2006) Continuing Certain Emergency Declarations Due to Disasters in the Commonwealth.,Continuing Certain Emergency Declarations Due to Disasters in the Commonwealth,True,modification_or_extension,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565131,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-46-2007,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828059005756,Executive Order,EO-46,2007,2007-02-14,"Executive Order 46 (2007) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Potential for Significant Ice, Snow and Wind Damage Caused by Severe Weather Beginning on February 13, 2007.","Declaration of a State of Emergency for the Commonwealth of Virginia Due to Potential for Significant Ice, Snow and Wind Damage Caused by Severe Weather Beginning on February 13, 2007",True,declaration,True,ice; snow; wind,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828059005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565170,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-39-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828058905756,Executive Order,EO-39,2006,2006-10-13,"Executive Order 39 (2006) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Significant Flooding and Wind Damage Caused by Severe Weather on October 6 Through October 8, 2006.","Declaration of a State of Emergency for the Commonwealth of Virginia Due to Significant Flooding and Wind Damage Caused by Severe Weather on October 6 Through October 8, 2006",True,declaration,True,flood; wind,False,8 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828058905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565242,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-80-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828058405756,Executive Order,EO-80,2009,2009-01-13,Executive Order 80 (2009) Declaration of a State of Emergency to Support the 56th Presidential Inauguration.,Declaration of a State of Emergency to Support the 56th Presidential Inauguration,True,declaration,False,,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828058405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564750,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-54-2007,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828057205756,Executive Order,EO-54,2007,2007-06-20,Executive Order 54 (2007) Declaration of a State of Emergency to Assist Rockbridge County and the Town of Goshen Due to a Critical Water Shortage.,Declaration of a State of Emergency to Assist Rockbridge County and the Town of Goshen Due to a Critical Water Shortage,True,declaration,False,,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828057205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564819,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-34-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828056805756,Executive Order,EO-34,2006,2006-09-15,Executive Order 34 (2006) Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Flooding and Wind Damage Caused by Tropical Storm Ernesto.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Flooding and Wind Damage Caused by Tropical Storm Ernesto,True,declaration,True,flood; storm; tropical; wind,False,9 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828056805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565011,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-57-2007,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828056305756,Executive Order,EO-57,2007,2007-10-18,Executive Order 57 (2007) Declaration of a State of Emergency Arising from Drought and Forest Fire or the Potential thereof throughout the Commonwealth of Virginia.,Declaration of a State of Emergency Arising from Drought and Forest Fire or the Potential thereof throughout the Commonwealth of Virginia,True,declaration,True,drought; fire,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828056305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564864,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-67-2008,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828055905756,Executive Order,EO-67,2008,2008-05-30,Executive Order 67 (2008) Declaration of a State of Emergency within the Commonwealth of Virginia as a Measure for Uninterrupted Petroleum Distribution.,Declaration of a State of Emergency within the Commonwealth of Virginia as a Measure for Uninterrupted Petroleum Distribution,True,declaration,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828055905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564888,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-64-2008,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828055105756,Executive Order,EO-64,2008,2008-03-31,Executive Order 64 (2008) Declaration of a State of Emergency Arising from Heavy Winds and Severe Storms Throughout the Commonwealth of Virginia.,Declaration of a State of Emergency Arising from Heavy Winds and Severe Storms Throughout the Commonwealth of Virginia,True,declaration,True,storm; wind,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828055105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564951,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-11-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828054905756,Executive Order,EO-11,2006,2006-04-21,Executive Order 11 (2006) Declaration of a State of Emergency for Patrick County Due to Significant Fire Damage Resulting in a Local Emergency.,Declaration of a State of Emergency for Patrick County Due to Significant Fire Damage Resulting in a Local Emergency,True,declaration,False,,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828054905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564966,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-38-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829217705756,Executive Order,EO-38,2011,2011-08-31,Executive Order 38 (2011) Declaration of a State of Emergency for the Commowealth of Virginia Due to a 5.8 Magnitude Earthquake and Aftershocks Affecting Localities throughout Virginia,Declaration of a State of Emergency for the Commowealth of Virginia Due to a 5.8 Magnitude Earthquake and Aftershocks Affecting Localities throughout Virginia,True,declaration,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565536,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-33-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829217005756,Executive Order,EO-33,2011,2011-05-18,Executive Order 33 (2011) Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,Declaration of a State of Emergency for Pulaski County and the Commonwealth of Virginia due to Significant Damage and Flooding caused by Tornadoes and Severe Thunderstorms with Damaging Winds and Heavy Rains,True,declaration,True,flood; tornado; wind,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829217005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565356,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-53-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829216705756,Executive Order,EO-53,2012,2012-10-30,Executive Order 53 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Hurricane Sandy Impacting Virginia,Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Hurricane Sandy Impacting Virginia,True,declaration,True,hurricane,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829216705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564462,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-40-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829215905756,Executive Order,EO-40,2011,2011-09-28,"Executive Order 40 (2011) Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene","Declaration of a State of Emergency for the Commonwealth of Virginia due to the Threat of Significant Flooding, Heavy Rains, and Wind Damage caused by Hurricane Irene",True,declaration,True,flood; hurricane; wind,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829215905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564471,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-23-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829213005756,Executive Order,EO-23,2010,2010-09-01,Executive Order 23 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Flooding and Wind Damaged Caused by Hurricane Earl,Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Flooding and Wind Damaged Caused by Hurricane Earl,True,declaration,True,flood; hurricane; wind,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829213005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565626,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-49-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829212705756,Executive Order,EO-49,2012,2012-07-03,Executive Order 49 (2012) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Storm Event throughout the Commnwealth,True,declaration,True,storm,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829212705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564558,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-30-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917829211805756,Executive Order,EO-30,2010,2010-12-28,"Executive Order 30 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Snow Accumulations, Transportation Difficulties, and Power Outages Caused by a Winter Storm","Declaration of a State of Emergency for the Commonwealth of Virginia Due to the Threat of Significant Snow Accumulations, Transportation Difficulties, and Power Outages Caused by a Winter Storm",True,declaration,True,snow; storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564708,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-8-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827923005756,Executive Order,EO-8,2010,2010-03-01,Executive Order 8 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event throughout the Western and Southwestern Portion of the Commonwealth,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event throughout the Western and Southwestern Portion of the Commonwealth,True,declaration,True,storm,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827923005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565047,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-5-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827921305756,Executive Order,EO-5,2010,2010-01-29,Executive Order 5 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event throughout the Commonwealth.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event throughout the Commonwealth,True,declaration,True,storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827921305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565269,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-13-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827919005756,Executive Order,EO-13,2010,2010-06-29,Executive Order 13 (2010) Continuing Certain Declarations of State of Emergency,Continuing Certain Declarations of State of Emergency,True,modification_or_extension,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827919005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565122,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-7-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827918705756,Executive Order,EO-7,2010,2010-02-10,Executive Order 7 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Severe Winter Storm Events throughout the Comonwealth.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to Severe Winter Storm Events throughout the Comonwealth,True,declaration,True,storm,False,8 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827918705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565125,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-61-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827918305756,Executive Order,EO-61,2013,2013-03-07,Executive Order 61 (2013) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Winter Storm Event,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Winter Storm Event,True,declaration,True,storm,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827918305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565350,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-58-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829211305756,Executive Order,EO-58,2016,2016-09-02,Executive Order 58 (2016) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Hurricane Hermine,Declaration of a State of Emergency for the Commonwealth of Virginia Due to Hurricane Hermine,True,declaration,True,hurricane,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565497,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-51-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829211205756,Executive Order,EO-51,2016,2016-01-21,Executive Order 51 (2016) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event,True,declaration,True,storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564681,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-51-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210505756,Executive Order,EO-51,2016,2016-02-29,Executive Order 51 (2016) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event,True,declaration,True,storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564756,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-59-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829209905756,Executive Order,EO-59,2016,2016-09-16,Executive Order 59 (2016) Declaration of a State of Emergency for the Commonwealth of Virginia as a Measure for Uninterrupted Gasoline Distribution,Declaration of a State of Emergency for the Commonwealth of Virginia as a Measure for Uninterrupted Gasoline Distribution,True,declaration,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829209905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565581,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-72-2017,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829209705756,Executive Order,EO-72,2017,2017-09-07,Executive Order 72 (2017) Declaration of a State of Emergency for the Commonwealth of Virginia Due To Hurricane Irma and in Support of States Affected by Hurricane Irma,Declaration of a State of Emergency for the Commonwealth of Virginia Due To Hurricane Irma and in Support of States Affected by Hurricane Irma,True,declaration,True,hurricane,False,8 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829209705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565584,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-38-2015,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829209505756,Executive Order,EO-38,2015,2015-02-24,"Executive Order 38 (2015) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Major Winter Storm (Updated February 24, 2015)","Declaration of a State of Emergency for the Commonwealth of Virginia Due to Major Winter Storm (Updated February 24, 2015)",True,declaration,True,storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829209505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564759,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-7-2014,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829208205756,Executive Order,EO-7,2014,2014-02-11,Executive Order 7 (2014) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Major Winter Storm Event,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Major Winter Storm Event,True,declaration,True,storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829208205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565167,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-70-2017,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829207905756,Executive Order,EO-70,2017,2017-09-01,Executive Order 70 (2017) Declaration of a State of Emergency for the Commonwealth of Virginia to Support Response and Recovery Effforts in States Affected by Hurricane Harvey,Declaration of a State of Emergency for the Commonwealth of Virginia to Support Response and Recovery Effforts in States Affected by Hurricane Harvey,True,declaration,True,hurricane,True,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829207905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565593,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-6-2014,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829207805756,Executive Order,EO-6,2014,2014-02-03,Executive Order 6 (2014) Declaration of a State of Emergency for the Commonwealth of Virginia in Support of Emergency Relief Supplies Due to Severe Winter Weather,Declaration of a State of Emergency for the Commonwealth of Virginia in Support of Emergency Relief Supplies Due to Severe Winter Weather,True,declaration,True,winter weather,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829207805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565224,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-56-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829205105756,Executive Order,EO-56,2016,2016-06-24,Executive Order 56 (2016) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Severe Flooding,Declaration of a State of Emergency for the Commonwealth of Virginia Due to Severe Flooding,True,declaration,True,flood,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829205105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565662,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-9-2014,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829204305756,Executive Order,EO-9,2014,2014-03-03,Executive Order 9 (2014) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Major Winter Storm,Declaration of a State of Emergency for the Commonwealth of Virginia Due to Major Winter Storm,True,declaration,True,storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829204305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565302,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-53-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829203205756,Executive Order,EO-53,2016,2016-02-29,Executive Order 53 (2016) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Severe Storms and Tornadoes,Declaration of a State of Emergency for the Commonwealth of Virginia Due to Severe Storms and Tornadoes,True,declaration,True,storm; tornado,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829203205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564591,Library of Virginia Executive Orders Digital Collection
